Player,Position,Birthdate,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22
Aaron Ekblad,D,2/7/1996,,,,,,,,0.104,0.087,0.090,0.110,0.074,0.075,0.073,0.104
Aaron Johnson,D,4/30/1983,,0.163,0.102,,0.171,,,,,,,,,,
Aaron MacKenzie,D,3/7/1981,,,,,,,,,,,,,,,
Aaron Miller,D,8/11/1971,0.144,,,,,,,,,,,,,,
Aaron Ness,D,5/18/1990,,,,,,,,,,,,,,,
Aaron Rome,D,9/27/1983,,,0.083,0.074,0.203,0.129,,,,,,,,,
Aaron Ward,D,1/17/1973,0.199,0.146,0.165,,,,,,,,,,,,
Adam Almquist,D,2/27/1991,,,,,,,,,,,,,,,
Adam Boqvist,D,8/15/2000,,,,,,,,,,,,,,,
Adam Clendening,D,10/26/1992,,,,,,,,,,,,,,,
Adam Foote,D,7/10/1971,0.143,0.180,0.119,0.091,,,,,,,,,,,
Adam Fox,D,2/17/1998,,,,,,,,,,,,,,0.185,0.100
Adam Larsson,D,11/12/1992,,,,,,0.253,,0.160,0.147,0.221,0.179,0.117,0.196,0.158,0.175
Adam McQuaid,D,10/12/1986,,,,0.241,0.162,,0.141,0.139,0.203,0.239,0.217,0.193,,,
Adam Pardy,D,3/29/1984,,0.126,0.155,,,,0.159,0.160,0.172,,,,,,
Adam Pelech,D,8/16/1994,,,,,,,,,,0.319,0.175,0.111,0.194,0.146,0.143
Adrian Aucoin,D,7/3/1973,0.059,0.064,0.044,0.101,0.069,0.020,,,,,,,,,
Alain Nasreddine,D,7/10/1975,,,,,,,,,,,,,,,
Alec Martinez,D,7/26/1987,,,,,,,,0.235,0.205,0.210,0.262,0.177,0.217,0.314,0.133
Alec Regula,D,8/6/2000,,,,,,,,,,,,,,,
Alex Biega,D,4/4/1988,,,,,,,,,0.087,,0.213,,0.083,,
Alex Goligoski,D,7/30/1985,,,0.090,0.104,0.102,0.172,0.182,0.167,0.152,0.161,0.176,0.208,0.133,0.175,0.172
Alex Grant,D,1/20/1989,,,,,,,,,,,,,,,
Alex Henry,D,10/18/1979,,,,,,,,,,,,,,,
Alex Petrovic,D,3/3/1992,,,,,,,,,0.109,0.078,,0.257,,,
Alex Pietrangelo,D,1/18/1990,,,,0.170,0.175,0.200,0.185,0.168,0.127,0.147,0.149,0.149,0.114,0.160,0.152
Alex Plante,D,5/9/1989,,,,,,,,,,,,,,,
Alex Vlasic,D,6/5/2001,,,,,,,,,,,,,,,
Alexander Edler,D,4/21/1986,0.078,0.116,0.124,0.103,0.116,0.171,0.150,0.127,0.175,0.204,0.224,0.253,0.224,0.129,0.174
Alexander Romanov,D,1/6/2000,,,,,,,,,,,,,,0.232,0.253
Alexander Sulzer,D,5/30/1984,,,,0.094,,,0.076,,,,,,,,
Alexander Urbom,D,12/20/1990,,,,,,,0.042,,,,,,,,
Alexander Yelesin,D,2/7/1996,,,,,,,,,,,,,,,
Alexandre Carrier,D,10/8/1996,,,,,,,,,,,,,,0.306,0.186
Alexandre Picard,D,7/5/1985,0.192,,0.184,,,,,,,,,,,,
Alexei Emelin,D,4/25/1986,,,,,0.164,0.146,0.227,0.125,0.115,0.174,0.130,,,,
Alexei Semenov,D,4/10/1981,,0.119,,,,,,,,,,,,,
Alexei Zhitnik,D,10/10/1972,0.098,,,,,,,,,,,,,,
Alexey Marchenko,D,1/2/1992,,,,,,,,,0.247,0.197,,,,,
Allan Rourke,D,3/6/1980,,,,,,,,,,,,,,,
Anders Eriksson,D,1/9/1975,0.062,,,,,,,,,,,,,,
Andre Benoit,D,1/6/1984,,,,,,,0.114,0.131,,,,,,,
Andreas Borgman,D,6/18/1995,,,,,,,,,,,,,,,
Andreas Englund,D,1/21/1996,,,,,,,,,,,,,,,
Andreas Lilja,D,7/13/1975,0.170,0.241,0.249,0.250,0.218,,,,,,,,,,
Andrei Markov,D,12/20/1978,0.074,0.114,0.078,,,0.107,0.167,0.102,0.076,0.078,,,,,
Andrei Mironov,D,7/29/1994,,,,,,,,,,,,,,,
Andrei Zyuzin,D,1/21/1978,0.138,,,,,,,,,,,,,,
Andrej Meszaros,D,10/13/1985,0.074,0.168,0.128,0.111,0.074,,0.034,0.087,,,,,,,
Andrej Sekera,D,6/8/1986,0.149,0.126,,0.137,0.175,0.130,0.106,0.130,0.149,0.189,0.205,0.040,0.197,0.202,
Andrej Sustr,D,11/29/1990,,,,,,,0.094,0.169,0.078,0.195,,,,,0.130
Andrew Alberts,D,6/30/1981,0.140,0.185,0.123,0.146,0.069,0.133,,,,,,,,,
Andrew Bodnarchuk,D,7/11/1988,,,,,,,,,,,,,,,
Andrew Campbell,D,2/4/1988,,,,,,,,0.117,,,,,,,
Andrew Ference,D,3/17/1979,0.086,0.160,0.092,0.117,0.087,0.100,0.114,0.067,,,,,,,
Andrew Hutchinson,D,3/24/1980,,,,,,,,,,,,,,,
Andrew MacDonald,D,9/7/1986,,,0.224,0.169,0.166,0.132,0.172,0.172,0.109,0.146,0.238,0.175,,,
